==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	1	1	-131	-14	10	2	29	-117 -118 -118 -119 -119 -119 -118 -117 -118 -118 -119 -118 -118 -119 -118 -119 -118 -118 -119 -119 -118 -118 -119 -119 -117 -119 -118 -118 -118 
HDOK	PLOK	17472	2	2	-133	-15	10	2	29	-119 -118 -118 -118 -121 -121 -119 -118 -117 -118 -118 -119 -117 -119 -121 -118 -118 -121 -117 -118 -121 -117 -118 -118 -118 -117 -119 -119 -118 
HDOK	PLFL	33856	3	2	-134	-17	10	2	29	-119 -118 -118 -116 -118 -118 -119 -118 -118 -119 -119 -119 -119 -118 -118 -119 -119 -118 -119 -119 -119 -118 -117 -119 -118 -118 -118 -118 -119 
HDOK	PLOK	17472	4	3	-133	-15	10	2	29	-117 -118 -119 -118 -119 -118 -118 -118 -117 -119 -121 -119 -119 -118 -117 -118 -119 -118 -118 -119 -118 -119 -118 -117 -118 -118 -118 -117 -118 
HDOK	PLOK	17472	5	4	-134	-17	10	2	29	-117 -118 -118 -117 -118 -118 -119 -118 -119 -117 -118 -119 -117 -119 -118 -118 -117 -118 -118 -119 -121 -116 -119 -119 -117 -118 -118 -120 -121 
HDOK	PLOK	17472	6	5	-132	-15	10	2	29	-118 -118 -118 -121 -118 -118 -119 -117 -118 -117 -117 -118 -119 -119 -119 -121 -116 -118 -117 -118 -119 -118 -118 -119 -117 -118 -119 -118 -119 
HDOK	PLOK	17472	7	6	-131	-14	10	2	29	-118 -117 -119 -118 -119 -117 -118 -121 -118 -117 -118 -119 -119 -118 -118 -119 -119 -118 -119 -119 -118 -118 -119 -119 -117 -118 -117 -118 -118 
HDOK	PLOK	17472	8	7	-134	-17	10	2	29	-121 -119 -118 -118 -117 -118 -118 -119 -119 -118 -118 -117 -119 -117 -118 -119 -119 -118 -118 -121 -118 -119 -119 -118 -119 -117 -118 -118 -118 
HDOK	PLOK	17472	9	8	-131	-14	10	2	29	-117 -118 -119 -119 -118 -119 -118 -118 -118 -118 -119 -118 -117 -117 -118 -119 -119 -118 -117 -119 -121 -119 -118 -116 -117 -119 -118 -118 -118 
HDOK	PLOK	17472	10	9	-131	-14	10	2	29	-118 -119 -119 -119 -118 -118 -118 -118 -119 -119 -119 -119 -119 -118 -118 -119 -119 -118 -119 -117 -119 -117 -117 -119 -117 -117 -119 -117 -121 
HDOK	PLOK	17472	11	10	-131	-14	10	2	29	-117 -119 -118 -118 -118 -118 -119 -119 -118 -119 -119 -118 -119 -118 -117 -121 -121 -119 -118 -119 -121 -119 -119 -119 -118 -116 -119 -118 -118 
HDOK	PLOK	17472	12	11	-132	-15	10	2	29	-119 -119 -118 -119 -118 -117 -119 -118 -117 -118 -119 -117 -117 -119 -118 -118 -118 -118 -118 -117 -118 -118 -121 -117 -118 -116 -119 -117 -118 
HDOK	PLOK	17472	13	12	-131	-14	10	2	29	-117 -119 -119 -119 -117 -118 -118 -118 -119 -119 -118 -118 -118 -118 -119 -119 -119 -119 -118 -118 -118 -124 -118 -118 -118 -117 -121 -118 -119 
HDOK	PLOK	17472	14	13	-131	-14	10	2	29	-116 -118 -119 -117 -118 -118 -118 -119 -118 -119 -121 -117 -121 -119 -121 -117 -118 -119 -117 -118 -118 -118 -121 -118 -118 -118 -121 -119 -118 
HDOK	PLOK	17472	15	14	-129	-12	10	2	29	-118 -118 -117 -119 -118 -117 -118 -119 -119 -119 -118 -118 -118 -119 -117 -118 -118 -118 -119 -118 -118 -118 -118 -118 -118 -118 -119 -118 -118 
HDOK	PLOK	17472	16	15	-132	-15	10	2	29	-118 -118 -119 -120 -121 -118 -118 -119 -119 -118 -118 -119 -118 -119 -118 -118 -119 -118 -119 -119 -117 -118 -119 -118 -119 -121 -119 -118 -117 
HDOK	PLFL	17472	17	15	-135	-18	10	2	29	-117 -118 -118 -118 -119 -117 -119 -119 -119 -118 -119 -118 -119 -121 -119 -119 -119 -121 -117 -117 -117 -119 -118 -118 -119 -117 -119 -118 -119 
HDOK	PLOK	17472	18	16	-129	-12	10	2	29	-118 -119 -118 -118 -119 -119 -119 -117 -118 -118 -118 -119 -117 -117 -118 -119 -119 -119 -119 -119 -118 -118 -119 -118 -119 -118 -119 -118 -119 
HDOK	PLOK	17472	19	17	-131	-14	10	2	29	-118 -118 -118 -117 -119 -118 -118 -118 -118 -118 -119 -118 -119 -118 -119 -118 -119 -119 -118 -121 -119 -119 -121 -119 -118 -119 -119 -119 -118 
HDOK	PLOK	17472	20	18	-131	-14	10	2	29	-118 -118 -118 -119 -121 -117 -117 -118 -118 -119 -121 -119 -118 -119 -118 -119 -119 -119 -119 -119 -119 -118 -117 -118 -118 -118 -117 -118 -119 
HDOK	PLOK	17472	21	19	-131	-14	10	2	29	-118 -119 -118 -118 -118 -117 -118 -118 -118 -118 -118 -119 -121 -117 -116 -119 -117 -119 -117 -121 -118 -118 -119 -118 -119 -118 -118 -118 -116 
HDOK	PLOK	17472	22	20	-130	-13	10	2	29	-117 -118 -119 -119 -118 -116 -119 -118 -118 -119 -117 -119 -118 -117 -118 -118 -118 -119 -119 -118 -119 -118 -118 -117 -121 -119 -118 -119 -117 
HDOK	PLOK	17472	23	21	-134	-17	10	2	29	-118 -118 -118 -118 -119 -117 -119 -116 -118 -119 -118 -118 -118 -118 -118 -116 -119 -118 -118 -118 -121 -118 -119 -118 -118 -118 -117 -119 -117 
HDOK	PLOK	17472	24	22	-131	-14	10	2	29	-118 -119 -119 -118 -118 -119 -121 -118 -119 -118 -117 -121 -121 -119 -118 -118 -118 -118 -119 -119 -118 -119 -118 -118 -119 -118 -119 -118 -118 
HDOK	PLOK	17472	25	23	-133	-16	10	2	29	-118 -118 -119 -118 -119 -118 -119 -118 -119 -119 -121 -119 -118 -118 -119 -118 -118 -119 -118 -117 -117 -119 -119 -121 -118 -119 -119 -118 -118 
HDOK	PLOK	17472	26	24	-135	-18	10	2	29	-118 -117 -119 -119 -117 -118 -119 -118 -118 -119 -118 -118 -119 -118 -119 -119 -118 -118 -118 -117 -117 -118 -119 -119 -119 -117 -119 -118 -121 
HDOK	PLOK	17472	27	25	-134	-17	10	2	29	-119 -118 -117 -118 -119 -118 -119 -116 -117 -118 -119 -119 -119 -118 -119 -119 -121 -118 -118 -117 -118 -118 -119 -119 -119 -119 -118 -119 -118 
HDOK	PLFL	21568	28	25	-136	-19	10	2	29	-119 -119 -117 -118 -119 -119 -119 -119 -119 -118 -119 -118 -119 -119 -119 -118 -119 -119 -119 -118 -118 -119 -118 -119 -118 -117 -118 -118 -119 
HDOK	PLFL	17472	29	25	-135	-18	10	2	29	-118 -119 -119 -119 -119 -121 -118 -119 -118 -119 -119 -118 -118 -118 -118 -118 -119 -121 -119 -117 -118 -118 -118 -121 -119 -119 -119 -119 -119 
HDOK	PLFL	17472	30	25	-135	-18	10	2	29	-119 -119 -117 -118 -117 -119 -119 -117 -118 -117 -119 -121 -118 -118 -118 -119 -119 -117 -118 -117 -117 -118 -118 -119 -119 -119 -118 -119 -119 
HDOK	PLOK	17472	31	26	-132	-15	10	2	29	-119 -119 -118 -119 -117 -119 -118 -119 -119 -121 -118 -119 -118 -117 -118 -118 -118 -118 -119 -119 -118 -118 -119 -117 -118 -118 -119 -118 -118 
HDOK	PLOK	17472	32	27	-134	-16	10	2	29	-117 -119 -118 -117 -118 -119 -118 -118 -117 -117 -118 -118 -117 -116 -121 -119 -118 -119 -118 -118 -119 -118 -117 -119 -119 -118 -119 -118 -118 
HDOK	PLFL	17472	33	27	-136	-19	10	2	29	-118 -117 -118 -118 -118 -117 -118 -119 -119 -119 -118 -119 -118 -118 -119 -119 -118 -118 -119 -118 -117 -119 -118 -116 -119 -119 -121 -119 -119 
HDOK	PLFL	17472	34	27	-134	-17	10	2	29	-118 -119 -117 -117 -118 -118 -117 -119 -117 -119 -117 -119 -121 -118 -118 -119 -118 -118 -118 -118 -117 -118 -119 -119 -118 -121 -119 -119 -119 
HDOK	PLOK	17472	35	28	-133	-16	10	2	29	-118 -119 -117 -118 -119 -118 -118 -121 -118 -119 -119 -119 -118 -119 -118 -119 -118 -119 -117 -121 -117 -118 -119 -117 -118 -119 -117 -118 -119 
HDOK	PLFL	17472	36	28	-134	-17	10	2	29	-117 -118 -118 -117 -118 -118 -118 -118 -118 -118 -117 -118 -118 -119 -118 -117 -119 -118 -118 -118 -121 -118 -119 -119 -119 -118 -119 -118 -119 
HDOK	PLOK	17472	37	29	-133	-16	10	2	29	-115 -118 -119 -118 -117 -118 -119 -119 -117 -119 -118 -118 -118 -118 -118 -119 -118 -121 -118 -117 -118 -117 -119 -117 -118 -119 -118 -119 -118 
HDOK	PLOK	17472	38	30	-134	-17	10	2	29	-117 -121 -118 -119 -116 -118 -119 -118 -117 -118 -119 -118 -117 -118 -119 -118 -119 -118 -117 -121 -117 -119 -119 -117 -119 -118 -118 -119 -118 
HDOK	PLOK	17472	39	31	-133	-16	10	2	29	-117 -118 -119 -118 -119 -118 -118 -117 -118 -119 -116 -118 -121 -118 -118 -121 -118 -118 -119 -119 -118 -119 -117 -119 -121 -117 -119 -119 -118 
HDOK	PLOK	17472	40	32	-132	-15	10	2	29	-118 -119 -118 -118 -118 -118 -118 -118 -118 -119 -119 -117 -118 -119 -118 -117 -121 -121 -121 -121 -119 -119 -118 -119 -118 -118 -119 -119 -118 
HDOK	PLOK	17472	41	33	-133	-15	10	2	29	-118 -119 -118 -118 -117 -117 -118 -116 -119 -118 -118 -119 -119 -118 -119 -118 -118 -118 -118 -118 -118 -119 -118 -119 -119 -119 -119 -118 -119 
HDOK	PLOK	17472	42	34	-132	-15	10	2	29	-118 -117 -119 -117 -119 -118 -118 -118 -118 -116 -119 -118 -117 -121 -119 -118 -119 -119 -118 -118 -118 -119 -119 -117 -119 -121 -118 -119 -116 
HDOK	PLOK	17472	43	35	-132	-15	10	2	29	-119 -118 -119 -118 -117 -118 -117 -118 -119 -117 -118 -118 -117 -121 -118 -118 -119 -118 -119 -118 -119 -118 -118 -119 -118 -117 -117 -119 -119 
HDOK	PLFL	17472	44	35	-135	-18	10	2	29	-118 -119 -119 -121 -118 -119 -119 -119 -119 -119 -118 -116 -118 -119 -117 -121 -121 -118 -118 -118 -118 -119 -118 -119 -117 -119 -118 -118 -118 
HDOK	PLFL	21568	45	35	-134	-17	10	2	29	-117 -118 -118 -116 -108 -118 -119 -117 -119 -118 -119 -119 -119 -119 -119 -119 -117 -119 -118 -119 -119 -119 -119 -118 -119 -119 -118 -119 -118 
HDOK	PLFL	17472	46	35	-136	-18	10	2	29	-115 -119 -119 -119 -118 -119 -121 -117 -118 -118 -119 -119 -118 -119 -118 -117 -117 -119 -117 -117 -119 -119 -119 -117 -119 -118 -119 -118 -119 
HDOK	PLFL	17472	47	35	-137	-19	10	2	29	-118 -117 -119 -118 -119 -117 -118 -119 -119 -119 -118 -118 -119 -119 -119 -118 -121 -119 -118 -120 -118 -119 -118 -118 -118 -119 -119 -119 -121 
HDOK	PLOK	17472	48	36	-132	-15	10	2	29	-119 -118 -117 -118 -118 -118 -116 -119 -118 -119 -119 -119 -118 -118 -118 -118 -119 -118 -118 -118 -118 -119 -118 -121 -118 -118 -117 -118 -118 
HDOK	PLOK	17472	49	37	-132	-15	10	2	29	-118 -119 -117 -118 -119 -118 -119 -119 -118 -118 -119 -118 -119 -119 -118 -119 -118 -119 -117 -118 -118 -118 -118 -119 -121 -119 -117 -118 -118 
HDOK	PLFL	54336	50	37	-135	-17	10	2	29	-118 -119 -118 -117 -118 -119 -119 -118 -119 -117 -119 -118 -121 -119 -121 -121 -116 -117 -119 -119 -118 -123 -119 -118 -117 -118 -118 -119 -119 
